your_decision,doi_r,population,kind,item,action,why,claude,codex,suggested_instead,title_r,year_r,our_originals,mo_originals
,10.1371/journal.pone.0312088,pipeline vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: SSRN working paper · B: article of record,,,,Cognitive support for political partisans’ understanding of policy data,2024,Motivated Numeracy and Enlightened Self-Government (2013) doi:10.2139/ssrn.2319992 [llm_references],Motivated numeracy and enlightened self-government (2017) doi:10.1017/bpp.2016.2
,10.23846/rps0009,pipeline vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: SSRN working paper · B: article of record,,,,The effects of land titling on the urban poor: a replication of property rights for the poor,2015,Property rights for the poor: effects of land titling (2010) doi:10.2139/ssrn.1544578 [llm_title_search],Property rights for the poor: effects of land titling (2010) doi:10.1016/j.jpubeco.2010.06.002
,10.3386/w12607,pipeline vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: NBER working paper · B: article of record,,,,"Further Tests of Abortion and Crime: A Response to Donohue and Levitt (2001,2004, 2006)",2006,The Impact of Legalized Abortion on Crime (2001) doi:10.3386/w8004 [llm_title_search] || Further Evidence that Legalized Abortion Lowered Crime: A Reply to Joyce (2004) doi:10.3386/w9532 [llm_title_search],The Impact of Legalized Abortion on Crime (2001) doi:10.1162/00335530151144050
,10.3758/s13423-017-1348-y,pipeline vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: PsycEXTRA conference record · B: article of record,,,,Participant Nonnaiveté and the reproducibility of cognitive psychology,2017,Creating false memories: Remembering words not presented in lists (1995) doi:10.1037/e537272012-273 [llm_title_search],Processing symbolic information from a visual display: Interference from an irrelevant directional cue (1970) doi:10.1037/h0028843 || Effects of noise letters upon the identification of a target letter in a non search task (1974) doi:10.3758/bf03203267 || Repetition priming and frequency attenuation (1984) doi: || Spacing effects in memory: Evidence for a two-process account (1989) doi:10.1037/0278-7393.15.3.371 || Creating false memories: Remembering words not presented in lists (1995) doi:10.1037/0278-7393.21.4.803 || The serial position effect of free recall (1962) doi:10.1037/h0045106 || Facilitation in recognizing pairs of words: Evidence of a dependence between retrieval operations (1971) doi:10.1037/h0031564 || Language comprehenders mentally represent the shape of objects (2002) doi:10.1111/1467-9280.00430
,10.5334/joc.342,pipeline vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: OSF preprint · B: article of record,,,,Do Children (and Adults) Benefit From a Prediction Error Boost in One-Shot Word Learning?,2024,Prediction error boosts retention of novel words in adults but not in children (2021) doi:10.31234/osf.io/z4ba8 [llm_title_search],Prediction error boosts retention of novel words in adults but not in children (2021) doi:10.1016/j.cognition.2021.104650
,10.1002/ajmg.10380,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: article of record,,,,Apparent replication of suggestive linkage on chromosome 16 in the NIMH genetics initiative bipolar pedigrees,2002,"Initial genomic scan of the NIMH genetics initiative bipolar pedigrees: Chromosomes 3, 5, 15, 16, 17, and 22 (1997) doi:10.1002/(sici)1096-8628(19970531)74:3<238::aid-ajmg2>3.0.co;2-m [llm_cited_candidates]","Initial genomic scan of the NIMH Genetics Initiative bipolar pedigrees: chromosomes 3, 5, 15, 16, 17, and 22 (1997) doi:10.1002/(sici)1096-8628(19970531)74:3<238::aid-ajmg2>3.3.co;2-4"
,10.1044/cicsd_28_f_98,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: article of record,,,,"Locus Equations as a Source of Relational Invariance for Stop Place Categorization: A Direct Replication of Sussman, McCaffrey, and Matthews",2001,An  investigation  of  locus  equations  as  a  source  of  relational invariance  for  stop  consonant  place  categorization (1991) doi:10.1121/1.401923 [llm_title_search],An investigation of locus equations as a source of relational invariance for stop consonant place categorization (1991) doi:10.1121/1.2029833
,10.1080/00220388.2018.1506576,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: SSRN working paper,,,,Heterogeneous Effects of Urban Land Titling: A Replication of ‘Property Rights for the Poor’,2018,Property rights for the poor: Effects of land titling (2010) doi:10.1016/j.jpubeco.2010.06.002 [llm_title_search],Property rights for the poor: Effects of land titling (2010) doi:10.2139/ssrn.1544578
,10.1080/00220388.2018.1506579,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: PsycEXTRA conference record,,,,Note – Walking on Solid Ground: A Replication Study of ‘Housing Health and Happiness’,2018,"Housing, Health, and Happiness (2009) doi:10.1257/pol.1.1.75 [llm_references]","Housing, health, and happiness (2009) doi:10.1037/e596352012-001"
,10.1111/1540-4781.00152,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: JSTOR duplicate registration,,,,Promoting Openness toward Culture Learning: Ethnographic Interviews for Students of Spanish,2002,Second Culture Acquisition: Ethnography in the Foreign Language Classroom (1996) doi:10.1111/j.1540-4781.1996.tb05463.x [llm_references],Second culture acquisition: Ethnography in the foreign language classroom (1996) doi:10.2307/329724
,10.1111/acer.12265,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: article of record,,,,Association Study of<i>DKK2</i>Polymorphisms with Alcohol Dependence and Alcohol-Related Harm,2013,"A systematic gene-based screen of chr4q22–q32 identifies association of a novel susceptibility gene, DKK2 , with the quantitative trait of alcohol dependence symptom counts (2010) doi:10.1093/hmg/ddq112 [llm_references]","A systematic gene-based screen of chr4q22-q32 identifies association of a novel susceptibility gene, DKK2, with the quantitative trait of alcohol dependence symptom counts (2010) doi:10.1093/hmg/ddq326"
,10.1111/j.1467-1770.1996.tb01354.x,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: JSTOR duplicate registration,,,,The Differential Role of Comprehension and Production Practice,1996,Explicit Instruction and Input Processing (1993) doi:10.1017/s0272263100011979 [llm_references] || Input Processing and Second Language Acquisition: A Role for Instruction (1993) doi:10.1111/j.1540-4781.1993.tb01944.x [llm_references],Input processing and second language acquisition: A role for instruction (1993) doi:10.2307/329557
,10.1111/j.1540-4781.1995.tb01114.x,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: JSTOR duplicate registration,,,,Positive Attitudes and Realistic Beliefs: Links to Proficiency,1995,Effect of Multicultural Lessons on Attitudes of Students of Spanish (1991) doi:10.1111/j.1540-4781.1991.tb05376.x [llm_references],Effect of multicultural lessons on attitudes of students of Spanish (1991) doi:10.2307/329491
,10.1111/j.1542-4774.2011.01043.x,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: SSRN working paper,,,,ON FRAGILE GROUNDS: A REPLICATION OF “ARE MUSLIM IMMIGRANTS DIFFERENT IN TERMS OF CULTURAL INTEGRATION?”,2011,Are Muslim Immigrants Different in Terms of Cultural Integration? (2008) doi:10.1162/jeea.2008.6.2-3.445 [llm_title_search],Are muslim immigrants different in terms of cultural integration (2008) doi:10.2139/ssrn.1012585
,10.1186/2040-2392-1-8,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: article of record,,,,Genome-wide linkage using the Social Responsiveness Scale in Utah autism pedigrees,2010,A quantitative trait locus analysis of social responsiveness in multiplex autism families (2007) doi:10.1176/ajp.2007.164.4.656 [llm_title_search] || A high-density SNP genome-wide linkage scan in a large autism extended pedigree (2009) doi:10.1038/mp.2008.14 [llm_title_search],A quantitative trait locus analysis of social responsiveness in multiplex autism families (2007) doi:10.1176/appi.ajp.164.4.656
,10.1186/s12967-025-06535-x,pipeline vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: bioRxiv/medRxiv preprint,,,,Reproducibility of genetic risk factors identified for long COVID using combinatorial analysis across US and UK patient cohorts with diverse ancestries,2025,Genetic risk factors for severe and fatigue dominant long COVID and commonalities with ME/CFS identified by combinatorial analysis (2023) doi:10.1186/s12967-023-04588-4 [llm_references],Genetic risk factors for severe and fatigue dominant long COVID and commonalities with ME/CFS identified by combinatorial analysis (2023) doi:10.1101/2023.07.13.23292611
