doi_r,title_r,old_filter_status,old_filter_confidence,new_filter_status,new_filter_confidence,new_filter_evidence
10.31219/osf.io/y6jsa,"Ship leadership, situation awareness and crew safety behavior - Pre-registered replications in two s",replication,high,needs_review,medium,phrase:registered replication; no same-sentence cite
10.5465/ambpp.2020.104,The Approach-Avoidance Job Crafting Scale: Development and Validation of a New Measurement,replication,high,needs_review,medium,phrase:we replicated; no same-sentence cite
10.1016/j.worlddev.2011.05.001,Gender Wage Inequality and Economic Growth: Is There Really a Puzzle?—A Comment,replication,high,needs_review,medium,phrase:we replicate; no same-sentence cite
10.1177/1745691617697077,Happiest People Revisited,replication,high,needs_review,medium,phrase:we replicated; no same-sentence cite
10.1016/j.econlet.2020.109646,A global decline in research productivity? Evidence from China and Germany,replication,high,needs_review,medium,phrase:we replicate; no same-sentence cite
10.1037/a0029679,When passion makes the heart grow colder: The role of passion in alternative goal suppression.,replication,high,needs_review,medium,phrase:we replicated; no same-sentence cite
10.1037/apl0000168,The importance of being “me”: The relation between authentic identity expression and transgender emp,replication,high,needs_review,medium,phrase:we replicate; no same-sentence cite
10.1016/j.neuroimage.2019.116370,Task-induced brain connectivity promotes the detection of individual differences in brain-behavior r,replication,high,needs_review,medium,phrase:we replicated; no same-sentence cite
,Resting states and memory consolidation: A preregistered replication and meta-analysis,replication,high,needs_review,medium,phrase:preregistered replication; no same-sentence cite
10.7554/elife.92311.3.sa0,eLife assessment: Replication of null results: Absence of evidence or evidence of absence?,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1108/jsm-04-2025-0250,Word of mouth replication and evaluation in today’s modern service marketing environment,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1037/0033-2909.125.4.387,Does psi exist? Lack of replication of an anomalous process of information transfer.,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.21203/rs.3.rs-20985/v1,Potential risk factors for the reactivation of the replication of hepatitis B viruses after transcat,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1158/1557-3265.ovca19-b69,Abstract B69: Gut microbiome attenuates epithelial ovarian cancer growth and sensitivity to cisplati,replication,high,needs_review,medium,phrase:we replicated; no same-sentence cite
,Glycopeptides as Potential Interventions for COVID-19,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1111/1745-5871.12404,Geographies of local government,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1146/knowable-060820-1,Mini-organs push along Covid-19 and other virus research,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1101/sqb.1968.033.01.066,The Replication of the Escherichia coli Chromosome Studied by Sequential Nitrosoguanidine Mutagenesi,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.64898/2026.01.19.700331,Replication Challenges in Linking Personality to Resting-State Functional Connectomics,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1016/s0001-2092(07)66505-3,Children's preoperative coping: Replication and extension,replication,high,needs_review,medium,phrase:replication and extension; no author-year cite
10.1177/0013164490503005,Factor Analysis of the Nowicki-Strickland Locus of Control Scale: Why is Replication So Difficult?,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1017/s0261444819000144,Further situating learner possible selves in context: A proposal to replicate Henry and Cliffordson ,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.32614/cran.package.replicationsuccess,ReplicationSuccess: Design and Analysis of Replication Studies,replication,high,needs_review,medium,phrase:large-scale replication; no same-sentence cite
10.5964/jnc.v6i1.231,NASCO: A new method and program to generate dot arrays for non-symbolic number comparison tasks,replication,high,needs_review,medium,phrase:did not replicate; no same-sentence cite
10.1055/a-1217-2397,Coronavirus Disease-2019 (COVID-19): An Updated Review,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1037/xhp0000891,No evidence that self-rated negative emotion boosts visual working memory precision.,replication,high,needs_review,medium,phrase:failed to replicate; no same-sentence cite
,"Experiments 1&amp; 2: Replication of Gilbert, D. T., Tafarodi, R. W., &amp; Malone, P. S. (1993). Yo",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,"Experiments 1&amp; 2: Replication of Gilbert, D. T., Tafarodi, R. W., &amp; Malone, P. S. (1993). Yo",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1016/j.brs.2023.06.010,Short-term transcutaneous vagus nerve stimulation increases pupil size but does not affect EEG alpha,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Replication of Internal Service Quality Battery：The Assessment of Its Reliability and Validity,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1186/s12891-024-08132-3,Modifiable prognostic factors of high societal costs among people on sick leave due to musculoskelet,replication,high,needs_review,medium,phrase:successfully replicated; no author-year cite
10.1037/emo0000569,A conceptual replication of emotional intelligence as a second-stratum factor of intelligence.,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.3389/fpsyg.2012.00181,The Importance of Replication in Comparative Psychology: The Lesson of Elephant Quantity Judgments,replication,high,needs_review,medium,phrase:failed to replicate; no same-sentence cite
10.1021/bi00689a014,DNA chain growth during replication of asynchronous L1210 cells. Alkaline sedimentation studies,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.3389/fpsyg.2014.01511,Does listening to action-related sentences modulate the activity of the motor system? Replication of,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31219/osf.io/x394e_v2,Hindsight Bias: A Preregistered Replication Study Of Fischhoff (1975) With An Extension On Depressiv,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1017/jdm.2025.10011,On the process and value of direct close replications: A rejoinder to Shafir and Cheek’s (2024) comm,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31219/osf.io/x394e_v4,Hindsight Bias: A Preregistered Replication Study Of Fischhoff (1975) With An Extension On Depressiv,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31219/osf.io/x394e_v3,Hindsight Bias: A Preregistered Replication Study Of Fischhoff (1975) With An Extension On Depressiv,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.19222507,Marginal Asymmetries in Loophole-Free Bell Tests,replication,high,needs_review,medium,phrase:direct replication; no same-sentence cite
10.5281/zenodo.19222508,Marginal Asymmetries in Loophole-Free Bell Tests,replication,high,needs_review,medium,phrase:direct replication; no same-sentence cite
,Hindsight Bias: A Preregistered Replication Study Of Fischhoff (1975) With An Extension On Depressiv,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31219/osf.io/x394e_v1,Hindsight Bias: A Preregistered Replication Study Of Fischhoff (1975) With An Extension On Depressiv,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31234/osf.io/m4zyk_v1,Compelling evidence for the efficacy of theta-burst stimulation above the angular gyrus for reducing,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1016/j.cortex.2025.07.006,Evidence for the efficacy of theta-burst stimulation above the angular gyrus for reducing mind wande,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,The R3 Dataset,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,The R3 Dataset,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17605/osf.io/j83a5,Does Awareness of Photo Editing impact Social Judgements of Male Faces?,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17632/mrkxp8mprd,"U.S. Equity Risk Premium Forecasting Dataset (1990–2024): Implied ERP, Realized Returns, and Macro-F",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17632/crp83rpywb.2,Replicability of representational similarity and its role in successful memory retrieval,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17632/crp83rpywb.1,Replicability of representational similarity and its role in successful memory retrieval,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17632/crp83rpywb,Replicability of representational similarity and its role in successful memory retrieval,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
