doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.18632/oncotarget.12903,Long-term exposure to air pollution is associated with biological aging,10.1289/ehp.0901831,Annual Ambient Black Carbon Associated with Shorter Telomeres in Elderly Men: Veterans Affairs Normative Aging Study,judged,mo,['Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study'],['10.1093/eep/dvw006'],@mccracken2010,gpt-5.6-luna,@nwanajienwerem2016,"We replicated this inverse BC-TeloAA association in the Normative Aging Study, a male cohort based in the USA.",,True,"The study explicitly states it replicated the inverse black carbon–telomere length association in the Normative Aging Study, which matches McCracken et al. 2010 on annual ambient black carbon and shorter telomeres in elderly men from the Veterans Affairs Normative Aging Study.",identified:@mccracken2010,False,False,[],False,False,False
10.1073/pnas.1615198114,Failure to reproduce <i>period</i> -dependent song cycles in <i>Drosophila</i> is due to poor automated pulse-detection and low-intensity courtship,10.1186/1741-7007-12-38,Reported Drosophila courtship song rhythms are artifacts of data analysis,judged,split,"[""Circadian rhythm mutations in Drosophila melanogaster affect short-term fluctuations in the male's courtship song""]",['10.1073/pnas.77.11.6729'],@stern2014,gpt-5.6-luna,@kyriacou1980,"Recently, a study by Stern, using automated methods for song detection, has failed to reproduce these findings. By manually logging the same songs and comparing the results to the corresponding automated analyses we observe that Stern’s method detects only ∼50% of the song, but in addition, incorporates spurious errors.",,True,"The study says Stern failed to reproduce the period-dependent courtship song cycles and that manual reanalysis confirms these rhythms 'as originally reported,' which points to the seminal Kyriacou & Hall 1980 finding on period mutations and courtship song fluctuations.",identified:@kyriacou1980,True,True,['@kyriacou1980'],True,True,True
10.1111/bjdp.12216,"Social, cognitive, and physiological aspects of humour perception from 4 to 8 months: Two longitudinal studies",10.1016/j.jecp.2015.03.012,Laughing matters: Infant humor in the context of parental affect,judged,mo,"['Social looking, social referencing and humor perception in 6-and 12-month-old infants', 'Social looking, social referencing and humor perception in 6-and 12-month-old infants']","['10.1016/j.infbeh.2014.06.004', '10.1016/j.infbeh.2014.06.004']",@mireault2015,gpt-5.6-luna,@mireault2014,"This study replicated the finding on younger infants, showing that 5-month-olds are similarly capable of independent humour appraisal.",,True,"The abstract states the prior finding re-tested is that by 6 months infants can independently appraise absurd events as humorous, and @mireault2014 is the listed study explicitly on humor perception in 6- and 12-month-old infants.",identified:@mireault2014,True,True,['@mireault2014'],True,True,True
10.1007/bf00880778,The prediction of “shows” and “no‐shows” to a crisis center,10.1037/h0034578,Show versus no show: A comparison of referral calls to a suicide prevention and crisis service.,judged,mo,['Toward an evaluation of telephone counseling'],['10.1007/bf00878974'],@slaikeu1973,gpt-5.6-luna,@tapp1974,"This study replicated the findings of a previous investigation in showing that the motivation of a caller in response to the question of a referral was positively correlated with ""showing"" for the appointment. Futher, the identification of a specific problem related negatively to the caller's response to the referral. However, the concreteness of the phone worker was not correlated with whither the scheduled appointment was kept by the caller.",,True,"The study says it replicated a previous investigation on show versus no-show referral calls, and @slaikeu1973 is explicitly titled 'Show versus no show: A comparison of referral calls to a suicide prevention and crisis service,' matching the re-tested finding and design.",identified:@slaikeu1973,False,False,[],False,False,False
10.1093/ntr/nty218,Is Brain Derived Neurotrophic Factor (Bdnf) Associated With Smoking Initiation? Replication Using a Large Finnish Population Sample,10.1007/s00213-006-0647-1,Association of the met66 allele of brain-derived neurotrophic factor (BDNF) with smoking,judged,mo,['Genome-wide meta-analyses identify multiple loci associated with smoking behavior'],['10.1038/ng.571'],@lang2006,gpt-5.6-luna,@furberg2010,We aimed to replicate the earlier reported association of a functional genetic variant of BDNF with smoking initiation (SI) using a large population-based sample and to test whether the association is independent of depression.,,True,"The study explicitly aims to replicate the earlier reported association of BDNF Val66Met with smoking initiation, which matches Lang et al. (2006), 'Association of the met66 allele of brain-derived neurotrophic factor (BDNF) with smoking.'",identified:@lang2006,False,False,[],False,False,False
10.1111/cogs.12721,Entrainment and Modulation of Gesture–Speech Synchrony Under Delayed Auditory Feedback,10.7208/chicago/9780226514642.001.0001,Gesture and Thought,judged,mo,['Hand and mind: What gestures reveal about thought'],['10.2307/415833'],@mcneill2005,gpt-5.6-luna,@feyereisen1994,"In the current pre-registered within-subject study, we used motion tracking to conceptually replicate McNeill's () classic study on gesture-speech synchrony under normal and 150 ms delayed auditory feedback of speech conditions (NO DAF vs. DAF).",,True,"The study explicitly says it conceptually replicates McNeill's classic study on gesture-speech synchrony under delayed auditory feedback. The list contains other McNeill-related works (e.g., later books, chapters, a case study, and a review/book record), but not the original McNeill DAF study.",not_on_list:,True,False,[],True,False,False
10.3389/fpsyg.2019.01381,Moral Elevation and Economic Games: The Moderating Role of Personality,10.1080/17439760.2012.754926,"A moral act, elevation, and prosocial behavior: Moderators of morality",judged,mo,"['Who engages with moral beauty?', 'It takes two: honesty-humility and agreeableness differentially predict active versus reactive cooperation']","['10.1080/03057240.2013.785941', '10.1016/j.paid.2012.11.008']",@thomson2013,gpt-5.6-luna,@diessner2013,One aim was to replicate prior findings on the trait Engagement with Moral Beauty (trait elevation) as moderator for experimentally induced state elevation.,,True,"The study says it aimed to replicate prior findings on trait Engagement with Moral Beauty as a moderator of experimentally induced state elevation; @diessner2013, 'Who engages with moral beauty?', is the record matching that prior finding, unlike the scale-development or review records.",identified:@diessner2013,True,True,['@diessner2013'],True,True,True
10.1534/g3.117.300366,Analysis of Copy Number Variants on Chromosome 21 in Down Syndrome-Associated Congenital Heart Defects,10.1038/gim.2014.144,Contribution of copy-number variation to Down syndrome–associated atrioventricular septal defects,judged,mo,['The complex SNP and CNV genetic architecture of the increased risk of congenital heart defects in Down syndrome'],['10.1101/gr.147991.112'],@ramachandran2014,gpt-5.6-luna,@sailani2013,We also showed that previously DS+AVSD (DS and a complete AVSD)-associated common CNVs on chromosome 21 failed to replicate.,,True,"The passage refers to previously reported DS+AVSD-associated common CNVs on chromosome 21 that failed to replicate; among the cited records, only Sailani et al. 2013 describes the complex SNP and CNV genetic architecture of increased congenital heart defect risk in Down syndrome, matching that origi",identified:@sailani2013,True,True,['@sailani2013'],True,True,True
10.1080/00224499.2019.1669135,Discrepant Responding across Measures of College Students’ Sexual Victimization Experiences: Conceptual Replication and Extension,10.1037/a0037584,Measuring sexual aggression perpetration in college men: A comparison of two measures.,judged,mo,"[""Discrepant responding across self-report measures of men's coercive and aggressive sexual strategies""]",['10.1080/00224499.2011.646393'],@testa2014,gpt-5.4-mini,@strang2012,Prior research has compared the perpetration versions of these questionnaires and found large discrepancies.,,True,"The study states that prior research compared the perpetration versions of the SES and PRSPS and found large discrepancies, which matches Strang et al. (2012), the listed study on discrepant responding across self-report measures of men's coercive and aggressive sexual strategies.",identified:@strang2012,True,True,['@strang2012'],True,True,True
10.1177/1948550619887702,A Multilab Replication of the Ego Depletion Effect,10.1177/1745691616652873,A Multilab Preregistered Replication of the Ego-Depletion Effect,judged,mo,"['The ego could be depleted, providing initial exertion is depleting: A pre-registered experiment of ego depletion']",['10.1027/1864-9335/a000308'],@hagger2016,gpt-5.6-luna,@dang2017b,"In the current research, we conducted a preregistered multilab replication of that experiment.",,True,"The study describes its target as a recent preregistered experiment using the Stroop task as the depleting task and the antisaccade task as the outcome task, which matches Garrison et al. (2018). The current multilab replication directly re-tests that experiment.",identified:@garrison2018,True,True,['@garrison2018'],True,False,False
